,Epoch,PSNR,MSE,SSIM,Losses
150,150,35.08387760473361,20.44642999233344,0.8591720493171887,"[0.07243788987398148, 0.3494780361652374, 0.33192774653434753, 3.266801595687866, 0.12163037061691284]"
151,151,36.16902640719612,16.03283656560458,0.8853158732429385,"[0.011550003662705421, 0.3300480544567108, 0.3037254810333252, 4.96221399307251, 0.15115223824977875]"
152,152,35.115724162719474,20.202450214288174,0.8436423075193906,"[0.0007245820597745478, 0.37112507224082947, 0.32520171999931335, 8.891609191894531, 0.14652898907661438]"
153,153,33.561876748541415,31.120603029544537,0.8506129134819879,"[0.0035879486240446568, 0.38247668743133545, 0.346944659948349, 6.7525553703308105, 0.17692382633686066]"
154,154,32.296768707155245,41.77938366547609,0.876868050336722,"[0.00040232931496575475, 0.39802220463752747, 0.3474871814250946, 9.766024589538574, 0.1704907864332199]"
155,155,35.2963435620471,19.373321105272343,0.8808119767289136,"[0.2562728524208069, 0.3270072042942047, 0.3136840760707855, 2.359093189239502, 0.15276797115802765]"
156,156,35.54511813775902,18.805051669096336,0.8656155863643418,"[0.13731622695922852, 0.3463052213191986, 0.3324691653251648, 2.464475393295288, 0.15136951208114624]"
157,157,34.844403934243864,22.327396325575997,0.8598122155422404,"[0.031603917479515076, 0.3777103126049042, 0.3542439639568329, 4.316043853759766, 0.18861357867717743]"
158,158,33.34635171700385,30.542198126132675,0.8324272192140938,"[0.0003084896598011255, 0.3645159900188446, 0.3161264955997467, 9.341803550720215, 0.1680462509393692]"
159,159,31.044916749838084,53.99648143083621,0.8438148673456437,"[0.23431313037872314, 0.35193613171577454, 0.33813878893852234, 2.4270102977752686, 0.16622726619243622]"
160,160,35.804195348742354,17.659048496148525,0.8795186872555857,"[0.11145637184381485, 0.35127225518226624, 0.33522453904151917, 2.858532667160034, 0.17550472915172577]"
161,161,32.768670499926166,35.87237434509473,0.8423217154954025,"[0.5250329971313477, 0.3294670581817627, 0.3209383487701416, 1.3129829168319702, 0.19637997448444366]"
162,162,35.33116842224874,19.275593672043236,0.8474438429221791,"[0.009058557450771332, 0.3586503565311432, 0.32055163383483887, 7.306027889251709, 0.15685860812664032]"
163,163,34.52635007647168,23.941400265082336,0.8861324018222738,"[0.0019293255172669888, 0.34958285093307495, 0.31277233362197876, 7.0527262687683105, 0.1546875387430191]"
164,164,34.96063340908826,21.64787796827463,0.8573068758390232,"[0.008231285028159618, 0.37846723198890686, 0.34602102637290955, 6.1518874168396, 0.1686771810054779]"
165,165,32.99341221750594,34.787861010967156,0.8770084501969901,"[0.1687013804912567, 0.31138119101524353, 0.2987949848175049, 2.243417978286743, 0.13691169023513794]"
166,166,35.06742471974992,20.54239194209759,0.8788119809014746,"[0.020535413175821304, 0.33718186616897583, 0.3105403780937195, 4.993698596954346, 0.16729708015918732]"
167,167,34.657347751281186,23.672353860659477,0.8402821719667964,"[0.0868166834115982, 0.3032523989677429, 0.286275714635849, 3.0748703479766846, 0.16023078560829163]"
168,168,33.603548134627154,28.71091614625393,0.8032653968060285,"[0.0012215640163049102, 0.3413587510585785, 0.30091094970703125, 7.80343770980835, 0.14305958151817322]"
169,169,32.14714921597336,42.45821545674251,0.8646715597367122,"[0.043120674788951874, 0.30799052119255066, 0.2868221700191498, 3.8525967597961426, 0.1905371993780136]"
170,170,35.117552591319686,20.519758701324463,0.8517084644494807,"[0.027510525658726692, 0.35195478796958923, 0.32842203974723816, 4.362773895263672, 0.17188693583011627]"
171,171,36.0464778852881,16.48735138086172,0.8638069174894506,"[0.014331068843603134, 0.30808204412460327, 0.2776140570640564, 5.800609111785889, 0.14649267494678497]"
172,172,33.19085042521073,33.10526754917243,0.8796114926686225,"[1.2361979315755889e-06, 0.3986723721027374, 0.31679150462150574, 16.014768600463867, 0.18070225417613983]"
173,173,34.627319023366994,23.22943785251715,0.8733371828026738,"[0.004144225735217333, 0.32035574316978455, 0.2875796854496002, 6.261991024017334, 0.14661040902137756]"
174,174,35.72596895697596,17.681597416217507,0.8565838692442717,"[0.0001647929020691663, 0.3509385883808136, 0.30200597643852234, 9.463762283325195, 0.16137821972370148]"
175,175,34.96501090071303,21.486732495136753,0.8703607266747835,"[3.105376526946202e-05, 0.36398845911026, 0.30415070056915283, 11.661886215209961, 0.15283089876174927]"
176,176,35.901767042453564,17.440105383212746,0.87319097988758,"[0.02746952697634697, 0.32759279012680054, 0.3055419921875, 4.124139308929443, 0.14301082491874695]"
177,177,35.585551151693565,18.408345301946007,0.8710529418377343,"[0.23808273673057556, 0.32261115312576294, 0.31004616618156433, 2.223191738128662, 0.14490076899528503]"
178,178,35.372020320717525,19.037331165411533,0.8380879664547154,"[0.07884174585342407, 0.31596291065216064, 0.29527547955513, 3.8247337341308594, 0.15637724101543427]"
179,179,34.11608987854382,25.840247869491574,0.8611977348219527,"[0.04425256699323654, 0.3598967492580414, 0.33738240599632263, 4.155074119567871, 0.173896923661232]"
180,180,34.95812970663974,21.769338430502476,0.8440606243681016,"[0.01273211371153593, 0.34266600012779236, 0.31156036257743835, 5.941292762756348, 0.13991950452327728]"
181,181,35.27116416206998,19.576894050989395,0.8290305561331983,"[0.008808325044810772, 0.355907142162323, 0.3259751498699188, 5.694272518157959, 0.14606525003910065]"
182,182,35.53992852514486,18.89203654802763,0.8669826968035326,"[0.5140856504440308, 0.2992500364780426, 0.2903347611427307, 1.4869617223739624, 0.14804646372795105]"
183,183,36.06587404065606,16.713348779922878,0.8854325698561871,"[0.21916401386260986, 0.33333539962768555, 0.32118502259254456, 2.1225006580352783, 0.1537845879793167]"
184,184,35.323786893519625,19.98120308533693,0.8645917360157562,"[0.00040536222513765097, 0.37848401069641113, 0.33172082901000977, 9.050434112548828, 0.15110072493553162]"
185,185,34.94823495407232,21.256707350413002,0.8321092893403322,"[0.0012495897244662046, 0.3435790538787842, 0.30496832728385925, 7.464313507080078, 0.1289161890745163]"
186,186,35.5139362701814,19.46922009419172,0.8599382780980249,"[0.15313252806663513, 0.30374380946159363, 0.29154014587402344, 2.212388277053833, 0.11417220532894135]"
187,187,33.50821760902835,31.200025032728146,0.8631673480157857,"[0.03105614148080349, 0.3358819782733917, 0.31099385023117065, 4.622483253479004, 0.17757108807563782]"
188,188,34.19291594171411,25.837275162721294,0.8522713173034069,"[0.001631809980608523, 0.3415946364402771, 0.3031422197818756, 7.3567795753479, 0.16685181856155396]"
189,189,32.679250773062286,36.94924306258177,0.8567254614326062,"[0.009363800287246704, 0.3440433144569397, 0.31593796610832214, 5.282542705535889, 0.16926082968711853]"
190,190,35.721343370163254,18.04699241198026,0.8754341178386826,"[1.381597876548767, 0.32691800594329834, 0.3224244713783264, 0.581281840801239, 0.1587134152650833]"
191,191,33.98002689630973,27.368444950152664,0.8635015346660115,"[0.03593561798334122, 0.3400031328201294, 0.3177778422832489, 4.124579906463623, 0.16023702919483185]"
192,192,35.30274340655379,19.520142530783627,0.8541034368632144,"[0.03486869856715202, 0.3360118269920349, 0.3126480281352997, 4.395881652832031, 0.1384367197751999]"
193,193,35.0523410837982,21.38295912742615,0.8667430247656901,"[0.19686193764209747, 0.33931833505630493, 0.32552504539489746, 2.417452335357666, 0.1706046164035797]"
194,194,34.14434209868596,26.978911412067905,0.873553455842728,"[0.4041171371936798, 0.3103312849998474, 0.3018927276134491, 1.39007568359375, 0.1488172560930252]"
195,195,35.279810975033094,20.370556568488094,0.8721332685966152,"[0.1237461119890213, 0.33877506852149963, 0.3238471448421478, 2.651205062866211, 0.1671915203332901]"
196,196,34.70237011596736,22.415830453236897,0.8529666618870169,"[0.2469494342803955, 0.3085881471633911, 0.29650312662124634, 2.0929465293884277, 0.1620294153690338]"
197,197,34.9400771717331,21.45009146592556,0.843354842508757,"[0.045353591442108154, 0.3215520977973938, 0.30042776465415955, 3.917043447494507, 0.15390987694263458]"
198,198,34.44114196766249,24.344142265808884,0.8352445541690123,"[0.03454079478979111, 0.32946979999542236, 0.3062766492366791, 4.407424449920654, 0.11560189723968506]"
199,199,35.02868463605359,21.631106829031918,0.8482581971180161,"[0.017869772389531136, 0.3394680321216583, 0.3129006326198578, 4.9869608879089355, 0.16326138377189636]"
200,200,34.838105224321914,22.09994356448834,0.8605184390915877,"[0.039190299808979034, 0.333879292011261, 0.30967122316360474, 4.505420207977295, 0.1680961400270462]"
201,201,34.88960254189985,21.709669834528214,0.8453969974120349,"[0.05271659791469574, 0.3138207793235779, 0.292655348777771, 3.895420551300049, 0.16883227229118347]"
202,202,32.8446166998802,36.438332796096795,0.8446350398675033,"[0.005096172448247671, 0.36871206760406494, 0.33640560507774353, 6.126353740692139, 0.1674673706293106]"
203,203,34.24585651353344,25.783074232248165,0.8460021503066947,"[0.0005142922163940966, 0.3480069041252136, 0.30268532037734985, 8.745863914489746, 0.15922868251800537]"
204,204,35.07480625212367,21.431298084748093,0.8665476004335404,"[0.0016338865971192718, 0.3249131143093109, 0.28771132230758667, 7.134256839752197, 0.15305007994174957]"
205,205,35.959839636573534,17.169650628016544,0.8725927366221684,"[0.002359275473281741, 0.33761343359947205, 0.30311319231987, 6.661828517913818, 0.11911199241876602]"
206,206,35.79865721485628,17.901381034117477,0.8728445680568738,"[0.08705669641494751, 0.3574439585208893, 0.3403080999851227, 3.1097371578216553, 0.1587190330028534]"
207,207,34.29628982749136,26.061085279171284,0.8275978418067896,"[0.024120867252349854, 0.3605384826660156, 0.33629703521728516, 4.53112268447876, 0.15858520567417145]"
208,208,34.424829369536056,24.184666517453316,0.8501622722082486,"[0.04298732057213783, 0.33239564299583435, 0.3099975287914276, 4.151203155517578, 0.16421011090278625]"
209,209,33.63242899545139,28.312111542775085,0.7789860015939183,"[0.17519283294677734, 0.3289695978164673, 0.316171258687973, 2.2241764068603516, 0.16774658858776093]"
210,210,34.487397567065436,24.208540519078575,0.8765728440039623,"[0.08815422654151917, 0.29911747574806213, 0.28138431906700134, 3.2415502071380615, 0.15254056453704834]"
211,211,34.505338742309235,24.84233600054032,0.8426099840059352,"[0.04308037832379341, 0.30747103691101074, 0.2855148911476135, 4.1030592918396, 0.1440850794315338]"
212,212,33.51467845377576,30.049607943265865,0.8527290408883901,"[1.0103276508743875e-05, 0.397841215133667, 0.32647427916526794, 13.85797119140625, 0.20770703256130219]"
213,213,34.04311737954277,27.400942252232483,0.8798194640510951,"[0.40436816215515137, 0.3118382692337036, 0.3031962513923645, 1.429345726966858, 0.14953163266181946]"
214,214,35.17379528174203,20.244974619302994,0.8421480220764556,"[0.04202181100845337, 0.32750871777534485, 0.30732572078704834, 3.733818531036377, 0.15139125287532806]"
215,215,34.876423451996416,22.35705837836633,0.8580941424556641,"[0.0007546317065134645, 0.3261418342590332, 0.2838915288448334, 8.202864646911621, 0.12359988689422607]"
216,216,35.156925854352224,20.832803010940548,0.8551719296191979,"[0.0004883437068201602, 0.3466940224170685, 0.30269500613212585, 8.490142822265625, 0.1548275649547577]"
217,217,35.17535300984314,20.68382016206399,0.8602296478362377,"[0.00023130746558308601, 0.3598174750804901, 0.3084728717803955, 10.00754451751709, 0.13068945705890656]"
218,218,33.07267230793534,34.05588774192027,0.8247105201311401,"[0.5058422684669495, 0.34239959716796875, 0.3332919776439667, 1.4936147928237915, 0.1639537513256073]"
219,219,35.41833906016778,20.2063467563727,0.8752703800654138,"[0.10294520854949951, 0.3246002793312073, 0.3094387650489807, 2.6941440105438232, 0.169080451130867]"
220,220,34.85863944363445,21.800926556954018,0.8562470958882307,"[0.0014536783564835787, 0.36987942457199097, 0.32699036598205566, 8.235864639282227, 0.1709715873003006]"
221,221,34.70795671724693,23.397257040708492,0.8399716274788018,"[0.023873789235949516, 0.3267296552658081, 0.3029195964336395, 4.430990219116211, 0.16550910472869873]"
222,222,35.579144236611896,18.923464169869057,0.8806335551124622,"[0.014105347916483879, 0.32354751229286194, 0.2988039255142212, 4.665872097015381, 0.14142291247844696]"
223,223,34.27792579049339,25.538280639892964,0.8389421056426253,"[1.2521204553195275e-05, 0.3588505685329437, 0.29108285903930664, 13.22508430480957, 0.16422845423221588]"
224,224,35.29047377418222,20.623637810731548,0.8630360415659235,"[0.0007362551987171173, 0.34685391187667847, 0.3033909201622009, 8.405470848083496, 0.1435650736093521]"
225,225,34.712919335968635,23.677838667845112,0.8442378466082417,"[0.11674664914608002, 0.32771405577659607, 0.3127017617225647, 2.7029950618743896, 0.14973342418670654]"
226,226,35.226981546598644,20.61702060699463,0.8609217936914487,"[0.01824776828289032, 0.33297958970069885, 0.30423784255981445, 5.458944797515869, 0.14470277726650238]"
227,227,35.13272647944549,20.798535224718925,0.8609553821016984,"[0.002559566404670477, 0.33539649844169617, 0.2992928922176361, 6.953287601470947, 0.13371767103672028]"
228,228,34.72200898198675,22.32251307291862,0.8586133420058696,"[0.0043418207205832005, 0.320986270904541, 0.28834399580955505, 6.256311893463135, 0.13607197999954224]"
229,229,35.31629604940391,19.384678327120266,0.8787979407979774,"[0.5449492931365967, 0.2827723026275635, 0.2753541171550751, 1.1399143934249878, 0.17186036705970764]"
230,230,34.67297831694122,22.90387211701809,0.8765179640210976,"[0.015566851943731308, 0.2828982174396515, 0.25813326239585876, 4.6957621574401855, 0.1286161094903946]"
231,231,33.706963767231485,29.178578083331768,0.8695137860941553,"[0.003356290515512228, 0.3243104815483093, 0.29049181938171387, 6.489268779754639, 0.13723121583461761]"
232,232,34.71218347835124,23.570697937256252,0.8497461038994725,"[0.06450419127941132, 0.2942636013031006, 0.27681609988212585, 3.210822820663452, 0.13933901488780975]"
233,233,35.69649696863459,18.19691456281222,0.8712198759899873,"[0.004192864987999201, 0.3307531476020813, 0.2969095706939697, 6.436145782470703, 0.16628415882587433]"
234,234,34.26506052267705,25.320929716794918,0.8750613620185993,"[0.04842003434896469, 0.3123086392879486, 0.2918317914009094, 3.8016631603240967, 0.14685526490211487]"
235,235,34.98154961798885,22.631956693453667,0.8531668496578949,"[0.08615933358669281, 0.32158833742141724, 0.305166095495224, 2.946235418319702, 0.16910713911056519]"
236,236,33.83112026452282,28.96690852825458,0.8314464876773376,"[0.01152058131992817, 0.3011508584022522, 0.27434059977531433, 5.058187007904053, 0.15193113684654236]"
237,237,35.15182113786528,20.99048741047199,0.855571415907411,"[0.024095984175801277, 0.3279951810836792, 0.3047853410243988, 4.346930027008057, 0.1475171148777008]"
238,238,35.0420530166429,21.538403205382526,0.8439182263304529,"[0.008449968881905079, 0.32403564453125, 0.2912513315677643, 6.220375061035156, 0.16824404895305634]"
239,239,34.62942221456313,24.617280214260784,0.8604617195168489,"[0.08850708603858948, 0.3330596685409546, 0.31495022773742676, 3.3354744911193848, 0.1432061493396759]"
240,240,35.174987268679075,21.20923291719877,0.855607317316639,"[0.0319339856505394, 0.2968403100967407, 0.27579113841056824, 3.958728790283203, 0.12555284798145294]"
241,241,35.93985663773849,16.890905912105854,0.8668908546506086,"[0.31089842319488525, 0.28791895508766174, 0.277620404958725, 1.7256141901016235, 0.16704878211021423]"
242,242,34.7153100473154,23.185108129794777,0.8278973287735136,"[0.08764183521270752, 0.30406421422958374, 0.28759846091270447, 2.9328525066375732, 0.1801484227180481]"
243,243,33.871454777870014,28.251492659250896,0.8564231445956239,"[0.08680476248264313, 0.283629834651947, 0.2656106650829315, 3.2342240810394287, 0.18480442464351654]"
244,244,35.2369153172429,20.36626912997319,0.8645971173506057,"[0.15989255905151367, 0.2924986779689789, 0.2789286971092224, 2.4403786659240723, 0.13680897653102875]"
245,245,31.889780385740202,42.84277407328287,0.7881285100728627,"[0.09234291315078735, 0.3152233958244324, 0.298942893743515, 2.8802804946899414, 0.1879110336303711]"
246,246,35.35717298318526,19.9435628866538,0.8542672897578141,"[0.0008152446243911982, 0.3402843475341797, 0.2981965243816376, 8.082507133483887, 0.1675291210412979]"
247,247,34.80108504759623,23.47777477900187,0.8556106053228043,"[0.0768166184425354, 0.31028518080711365, 0.29270225763320923, 3.1794164180755615, 0.16858141124248505]"
248,248,33.46727209049023,31.660908393370796,0.8692212745402966,"[0.008808070793747902, 0.2992634177207947, 0.2709924876689911, 5.331055641174316, 0.16156567633152008]"
249,249,35.21895377244032,19.963688997121956,0.8609344511642724,"[0.011926243081688881, 0.28787556290626526, 0.2593110501766205, 5.435662746429443, 0.13861912488937378]"
250,250,34.224774277699545,26.19104369481405,0.8296156591210226,"[0.36792534589767456, 0.28134092688560486, 0.2723771929740906, 1.5175634622573853, 0.13759230077266693]"
251,251,34.37486080648131,25.20800283627632,0.8345562014441723,"[0.0026130625046789646, 0.2969718277454376, 0.26194190979003906, 6.692574977874756, 0.15670368075370789]"
252,252,34.71959262152256,23.55958089461694,0.8335818626653839,"[0.002160025527700782, 0.32508543133735657, 0.2894231975078583, 6.857873439788818, 0.13728852570056915]"
253,253,32.81888354635607,35.59621337743906,0.7667386626070282,"[0.008388950489461422, 0.3659980297088623, 0.3352035582065582, 5.827438831329346, 0.16572892665863037]"
254,254,35.518923636880395,18.995645822622837,0.8596068755044664,"[0.011855746619403362, 0.31603139638900757, 0.2891700565814972, 5.077488422393799, 0.1473902463912964]"
255,255,34.03961311758479,26.713072954080044,0.8348990868030997,"[0.12390633672475815, 0.2968291938304901, 0.28253015875816345, 2.56900954246521, 0.1453997939825058]"
256,256,33.77154151971271,29.199095658766915,0.7854715544026004,"[0.0077049629762768745, 0.30838972330093384, 0.280062198638916, 5.373807430267334, 0.14585073292255402]"
257,257,35.6046743180519,18.314251172236908,0.8698238865427317,"[0.04517129063606262, 0.28758522868156433, 0.26832035183906555, 3.5478157997131348, 0.15257853269577026]"
258,258,35.40562475998196,19.888872305552162,0.8586418533305005,"[0.04895865172147751, 0.3121841549873352, 0.2928822636604309, 3.5181312561035156, 0.1711256504058838]"
259,259,35.44298702109357,19.60157030668014,0.8622059474649024,"[0.0005624570185318589, 0.31372693181037903, 0.2688119113445282, 8.66856861114502, 0.15721644461154938]"
260,260,34.63759713966512,24.026811917622883,0.8287972979980579,"[0.005653070751577616, 0.3281691372394562, 0.29702016711235046, 5.944503307342529, 0.14264467358589172]"
261,261,33.62410634601696,30.171395662503365,0.8265838308078438,"[0.0011546907480806112, 0.3202956020832062, 0.2807248532772064, 7.676800727844238, 0.1186746209859848]"
262,262,35.80128190764281,17.848904022803676,0.8711313512109148,"[0.0004923326778225601, 0.3552696704864502, 0.30876338481903076, 8.995400428771973, 0.1529274582862854]"
263,263,35.12423815058102,20.679667264987263,0.8554100228502215,"[0.051919590681791306, 0.27701184153556824, 0.25812068581581116, 3.476531982421875, 0.1508498638868332]"
264,264,34.62456364402559,23.171459968273457,0.8602160235791791,"[2.5624332920415327e-05, 0.3400137722492218, 0.2794053554534912, 11.818650245666504, 0.15151740610599518]"
265,265,32.17804443040937,41.52651777634254,0.7899314557730348,"[0.5132803916931152, 0.29259538650512695, 0.2820645272731781, 1.7957590818405151, 0.1552075743675232]"
266,266,35.68923974103025,17.949429866595146,0.8723618913361395,"[0.007895397953689098, 0.27503636479377747, 0.24652640521526337, 5.393949031829834, 0.15402169525623322]"
267,267,34.55571596325268,24.91268606674977,0.826227047485021,"[0.16383668780326843, 0.2703104317188263, 0.2557370662689209, 2.65500807762146, 0.12983417510986328]"
268,268,35.42373708094423,20.084620714187626,0.8655481475840797,"[0.001955617219209671, 0.3212853968143463, 0.28569480776786804, 6.777876377105713, 0.170121967792511]"
269,269,35.80359458758747,18.483511264507587,0.8712329363874675,"[0.07106151431798935, 0.24974839389324188, 0.2320452779531479, 3.256575107574463, 0.14202378690242767]"
270,270,34.36588856546905,26.3060545432262,0.8496709179235473,"[0.0008931304328143597, 0.3200756311416626, 0.27914440631866455, 7.840572357177734, 0.17283430695533752]"
271,271,35.409146168772686,19.89749357639215,0.8663832482882726,"[0.004359870683401823, 0.2920393943786621, 0.261068731546402, 5.914775371551514, 0.13967829942703247]"
272,272,34.647035215809474,24.29170892177484,0.8411421494507555,"[0.003613350447267294, 0.31953105330467224, 0.28609320521354675, 6.354861736297607, 0.16635219752788544]"
273,273,35.610370660605874,18.796853297796005,0.8617569143656684,"[0.0003130277036689222, 0.3258835971355438, 0.27853474020957947, 9.159907341003418, 0.1549321711063385]"
274,274,34.46291072502855,24.23246497985644,0.8619650877978231,"[0.3365098237991333, 0.2930690348148346, 0.28329068422317505, 1.611710548400879, 0.17198045551776886]"
275,275,35.208192149689395,20.927675198286007,0.8401161047486452,"[0.011051855981349945, 0.2706870436668396, 0.24437761306762695, 4.970096588134766, 0.1458943784236908]"
276,276,35.17372020911332,21.087003096556053,0.8668656689227816,"[0.020876167342066765, 0.2915681302547455, 0.2686508595943451, 4.322020053863525, 0.13071662187576294]"
277,277,35.33314312257841,20.139907139998215,0.8565241541655239,"[0.0022978433407843113, 0.3392125368118286, 0.3028288781642914, 6.962467193603516, 0.15713348984718323]"
278,278,35.40545085822838,20.094868733332703,0.8700885786746504,"[0.04774768650531769, 0.29369837045669556, 0.27367720007896423, 3.6990468502044678, 0.15259312093257904]"
279,279,34.568115876396924,24.21431054213108,0.8402203435893377,"[0.005164682865142822, 0.32188498973846436, 0.2903134524822235, 5.975419521331787, 0.16944275796413422]"
280,280,35.57404442141051,18.918705041591934,0.8638207496697288,"[0.02806367725133896, 0.3141307830810547, 0.2911635935306549, 4.2973151206970215, 0.14805985987186432]"
281,281,35.18656887303364,21.007482632612568,0.8592375345589534,"[0.05105955898761749, 0.3059050142765045, 0.2872352600097656, 3.443071126937866, 0.14544051885604858]"
282,282,33.868137921240006,28.151582314417908,0.8545073905638776,"[0.13036197423934937, 0.28247979283332825, 0.2683183252811432, 2.5438807010650635, 0.14420752227306366]"
283,283,33.360831052492614,31.97764095281944,0.8262081476167835,"[0.03423355519771576, 0.27305883169174194, 0.2515876293182373, 4.002355098724365, 0.1459430456161499]"
284,284,34.7662749848844,23.515233327180912,0.8344739801453014,"[0.010819142684340477, 0.27524009346961975, 0.24809925258159637, 5.105188369750977, 0.1614900380373001]"
285,285,34.98582870580629,22.237915485333172,0.8447066547327666,"[0.27606743574142456, 0.2744544446468353, 0.2641731798648834, 1.793206810951233, 0.13152413070201874]"
286,286,33.82890633344352,29.020583311716713,0.7887547994787533,"[0.12553031742572784, 0.2960304915904999, 0.2814214825630188, 2.6005303859710693, 0.160633847117424]"
287,287,34.818562057482104,23.356392774826435,0.8499456009423674,"[0.020324870944023132, 0.2787768244743347, 0.25331711769104004, 4.809579372406006, 0.14117851853370667]"
288,288,33.250386370478324,33.00513666715377,0.8623979815913381,"[0.01673021726310253, 0.28212106227874756, 0.2565709054470062, 4.80452823638916, 0.1527513861656189]"
289,289,33.473454394323745,31.715067062622463,0.8384712300329803,"[0.018576141446828842, 0.3142201602458954, 0.28841933608055115, 4.777314186096191, 0.1914268136024475]"
290,290,35.15614183433276,21.419459666961284,0.8573792342941048,"[0.1949719935655594, 0.2861500084400177, 0.2729562222957611, 2.3318417072296143, 0.15345872938632965]"
291,291,34.824019456833305,23.160354112967468,0.8334643907452148,"[0.02698892541229725, 0.2628503739833832, 0.2410186380147934, 4.07619047164917, 0.14507776498794556]"
292,292,35.26534968887032,20.44659472123171,0.8578625512304016,"[0.0005337272305041552, 0.30796581506729126, 0.26504912972450256, 8.28897762298584, 0.14717847108840942]"
293,293,34.114852119841956,26.873325433486546,0.8205916151900462,"[0.2396327406167984, 0.2928466796875, 0.28140899538993835, 1.9976520538330078, 0.1449427753686905]"
294,294,34.881517497102735,22.377313314340054,0.83988302399433,"[0.006727849133312702, 0.3035508394241333, 0.27326467633247375, 5.725979804992676, 0.1656254082918167]"
295,295,35.64055610111316,18.29555443005684,0.8664145648143052,"[0.009205253794789314, 0.30458134412765503, 0.271838903427124, 6.280261516571045, 0.13411405682563782]"
296,296,35.04796188204259,21.738404848636726,0.848843966164967,"[0.013445520773530006, 0.28948110342025757, 0.26342615485191345, 4.930201053619385, 0.14039631187915802]"
297,297,34.98861491712219,22.089655154790634,0.8571764304497254,"[0.0006599500775337219, 0.3065534234046936, 0.26397082209587097, 8.191720962524414, 0.1624000370502472]"
298,298,34.879352591070536,22.64531621566185,0.8474193655429473,"[0.0016913843574002385, 0.2996630072593689, 0.262521356344223, 7.171673774719238, 0.12832997739315033]"
299,299,34.38737097407783,25.31368876726199,0.8396598342767831,"[0.010491995140910149, 0.28707197308540344, 0.25874173641204834, 5.334964752197266, 0.16553959250450134]"
